d,gap,atr,g_atr,t_fill,t_onh,t_onl,t_pdh,t_pdl,open_in_on,open_in_pd,r_first30,r_1000_1530,r_last30,r_1530,r_rest,year
166,18.5,160.78571428571428,0.11505997334517992,933.0,930.0,964.0,930.0,,True,False,-0.0006076896295458484,0.008025937069518223,0.001838278406584794,0.008571614151369382,0.00986421547610314,2021
167,50.5,164.51785714285714,0.30695755996960816,,945.0,,930.0,,True,False,0.004038238185145091,0.0051659954713248225,0.00027436515125000405,0.012316956718322246,0.0054403606225750314,2021
168,75.0,173.60714285714286,0.43200987451141737,1165.0,932.0,1169.0,930.0,,True,False,0.00040953457726721686,-0.004392271205085822,0.0004111685620579686,0.0005789682338646733,-0.003981102643027794,2021
169,-1.5,167.48214285714286,-0.008956178697089241,930.0,934.0,,,,True,True,-0.0007311500706522733,0.0009290779189852959,-0.0014472995160360867,0.00010657166573983538,-0.0005182215970507324,2021
170,46.75,166.75,0.280359820089955,949.0,930.0,956.0,,953.0,True,True,-0.00916330729400497,-0.0018735224620823627,0.0013517459547410231,-0.00818992859372267,-0.0005217765073413912,2021
171,-116.0,174.19642857142858,-0.6659149154279856,975.0,,930.0,,930.0,True,False,0.0043811680155630955,-0.011985649381776214,-6.231597316201849e-05,-0.014752540701971427,-0.01204796535493819,2021
172,124.75,186.67857142857142,0.6682609527453607,,,,,,True,True,-0.0004948198647429722,-0.004045043369959485,-0.0004349244387358232,0.0032042335705719034,-0.004479967808695261,2021
173,47.5,180.71428571428572,0.2628458498023715,937.0,1011.0,936.0,1019.0,948.0,True,True,-0.003087403837893513,0.01095660043993228,-0.000476560167052777,0.010816763117122966,0.01048004027287944,2021
174,51.25,180.17857142857142,0.28444003964321113,951.0,,950.0,930.0,,True,False,-0.0007360270208839325,-0.0022113370702887703,-0.00029213915256788006,0.00019987546287752062,-0.0025034762228566564,2021
175,-31.0,178.32142857142858,-0.17384338073302621,932.0,935.0,,976.0,,True,True,0.004136017642992656,0.004806376924578458,0.0001221541892771284,0.007033703288357598,0.004928531113855687,2021
176,10.25,179.44642857142858,0.057120111453876,931.0,999.0,951.0,972.0,,True,True,-0.001878594508907292,0.0018328170939498978,-0.00010682211838417391,0.0005800287124183378,0.0017259949755657519,2021
177,85.25,178.73214285714286,0.47697072634628834,980.0,947.0,979.0,930.0,,True,False,-9.109680560171787e-05,0.004786509994308929,0.00033238653838386196,0.009885960106658263,0.005118896532692909,2021
178,68.0,176.5,0.38526912181303113,,956.0,,930.0,,True,False,0.003813932969339118,-0.0021304055826671608,-0.0002553530269453581,0.005783932619232357,-0.0023857586096124334,2021
179,65.75,175.19642857142858,0.3752930384262562,1068.0,931.0,1048.0,930.0,1074.0,True,False,0.004955603842644768,-0.01032695959260547,-0.010024350833180356,-0.0014281743597266993,-0.020351310425785925,2021
180,-52.25,194.78571428571428,-0.2682434910157683,946.0,953.0,973.0,,930.0,True,False,0.004077105430182325,-0.009350210355734682,0.0037322608180158463,-0.008454064482205793,-0.005617949537718811,2021
181,-106.75,201.19642857142858,-0.5305760184609922,1042.0,1276.0,931.0,,943.0,True,True,-0.0010917115583287155,0.01058988257967729,0.0004870031142701,0.0029575446514359953,0.011076885693947474,2021
184,-122.5,204.58928571428572,-0.598760583049664,1083.0,930.0,,1085.0,,True,True,0.0035501184952494874,0.007001976975659535,-0.0013357216399590554,0.0030687452870915614,0.005666255335700474,2021
185,-35.75,209.78571428571428,-0.1704119850187266,954.0,966.0,1012.0,966.0,1013.0,True,True,0.003100447792713638,-0.0174660218152348,0.00172802215369983,-0.01653993416545286,-0.01573799966153497,2021
186,190.25,230.92857142857142,0.8238478193628209,1189.0,1031.0,1183.0,,1268.0,True,True,-0.0005944080100027477,-0.021590723340953084,-0.00651743017342391,-0.010522253272040476,-0.02810815351437699,2021
187,-51.75,255.01785714285714,-0.2029269658987466,936.0,954.0,930.0,,930.0,True,False,0.010671691688866461,-0.00014008981336480826,-4.670096594015002e-05,0.007280485859006576,-0.00018679077930496062,2021
188,56.75,253.51785714285714,0.22385010917799536,938.0,,954.0,932.0,968.0,True,True,-0.012817585927048732,-0.014927894883067786,0.0069771975448351545,-0.02421792103369104,-0.007950697338232657,2021
189,18.25,285.39285714285717,0.06394694030784633,931.0,1134.0,936.0,,,True,True,-0.004280489120568308,0.011939497484672771,-0.0008166855586478803,0.008814519727251623,0.011122811926024939,2021
190,277.0,294.42857142857144,0.9408054342552159,,935.0,,930.0,,True,False,0.006695268309392292,0.002252443013221541,0.003437820906498048,0.026206706703660702,0.005690263919719525,2021
191,9.0,298.23214285714283,0.030177833662654932,930.0,,930.0,950.0,,True,True,-0.0027783732341604577,0.005047242742518374,0.0012920193016151154,0.002817825742885171,0.006339262044133416,2021
192,-52.25,296.2142857142857,-0.17639257294429708,934.0,,985.0,935.0,1184.0,True,True,0.0006093659735803495,-0.010856440128368451,-0.0012170043172925772,-0.013426920580617318,-0.01207344444566101,2021
193,115.0,306.82142857142856,0.3748108485624491,1025.0,934.0,1027.0,,1029.0,True,True,-0.0028356203330921195,0.003264095579899757,0.0032839748771885608,0.007494122729723378,0.006548070457088307,2021
195,-205.25,318.0357142857143,-0.6453677709152161,,,930.0,,930.0,True,False,0.0027546502111702015,0.0006718592785716677,-0.000656229516378047,-0.009358939028649644,1.5629762193416392e-05,2021
196,-18.5,309.05357142857144,-0.05986017218466516,931.0,1212.0,948.0,1218.0,,True,True,-0.004233839354595821,0.022729487019489087,0.004643579756194748,0.01733838493095816,0.02737306677568378,2021
197,40.25,327.4107142857143,0.12293427870193618,936.0,,937.0,930.0,,True,False,-0.009347437771576868,-0.017785080822920248,-0.0013329885219681306,-0.02467388273810173,-0.019118069344888383,2021
198,-149.0,347.5892857142857,-0.42866683791420496,1007.0,1012.0,942.0,,930.0,True,False,0.0043467677169435545,0.003432425589358866,-0.0035901592721365775,-0.0016176531856120038,-0.00015773368277754063,2021
199,-201.5,352.98214285714283,-0.5708504072443973,,939.0,1053.0,,930.0,True,False,0.0033337883695768395,-0.0008921744155389614,0.0005417722458312584,-0.01035424249036774,-0.00035040216970775234,2021
200,137.5,337.2142857142857,0.40775259478923953,986.0,1108.0,954.0,930.0,,True,False,-0.006177846004009328,0.01742132992099205,0.001981171722917101,0.019966913120150545,0.019402501643909147,2021
201,-10.75,323.875,-0.0331918178309533,938.0,943.0,,943.0,,True,True,0.002772026131487929,0.0070510678855799525,0.002960543694772495,0.00915274299306369,0.010011611580352376,2021
202,16.0,319.64285714285717,0.05005586592178771,,935.0,,930.0,,True,False,0.00299491089385294,0.004971671769874139,-0.0012673402061215801,0.008951486022763099,0.00370433156375258,2021
203,52.75,293.0,0.18003412969283278,,931.0,,930.0,,True,True,0.005407142687003232,0.006161207028816189,0.0013840624435692032,0.014786999289968293,0.007545269472385284,2021
204,41.0,284.5,0.14411247803163443,934.0,,936.0,930.0,,True,False,-0.0015458621258076877,-0.004682156922132386,-0.00019619532061639517,-0.0037655183666472506,-0.004878352242748783,2021
205,1.75,279.57142857142856,0.006259580991313235,930.0,,971.0,,972.0,True,True,0.000844785761294203,-0.0014637424616353398,0.00013590136601781261,-0.0005133082830825827,-0.0013278410956173892,2021
206,-13.0,280.69642857142856,-0.046313378713658634,930.0,973.0,1310.0,974.0,,True,True,0.0014646928651557496,-0.0002565437534348289,-0.004053058192699046,0.0004226861769074812,-0.004309601946133796,2021
207,-20.5,272.2142857142857,-0.07530831802676463,931.0,931.0,1098.0,,930.0,True,False,-0.000743748374131877,-0.0008962683936219973,-0.0034101148944608423,-0.0028834208219282974,-0.004306383288082872,2021
208,58.0,268.51785714285717,0.21600053202101482,950.0,936.0,948.0,937.0,950.0,True,True,-0.0040503146396617395,0.010034772954902146,0.0004379573137138282,0.009516148214030096,0.010472730268615962,2022
209,20.75,264.1607142857143,0.07855066585547218,930.0,,931.0,930.0,1004.0,True,False,-0.0029600118265563848,-0.010628288313363774,-0.000810490544042283,-0.0123358951325804,-0.011438778857406075,2022
210,-72.5,271.85714285714283,-0.266684182869154,,,932.0,,932.0,True,True,0.0007680373950912075,-0.023537443676256244,-0.004427260837420031,-0.027215834238299593,-0.027964704513676317,2022
211,-72.75,266.92857142857144,-0.27254482204977254,933.0,935.0,967.0,,930.0,True,False,0.0017434308787294037,0.00535389830403483,-0.0028550041081266877,0.0024917611340686935,0.0024988941959081684,2022
212,-1.0,248.94642857142858,-0.0040169284843268056,930.0,,998.0,,1002.0,True,True,0.00224066745684852,-0.011365469920257044,-0.0018030529126249937,-0.00918798862566008,-0.013168522832882083,2022
213,-208.0,249.875,-0.832416208104052,1315.0,,931.0,,930.0,True,False,-0.0076526633674085754,0.013961323576828496,0.008280990740846842,-0.007067960090771915,0.02224231431767539,2022
214,-38.5,271.14285714285717,-0.14199157007376184,964.0,1035.0,931.0,964.0,,True,True,-0.0011199642782129336,0.01720431585161612,0.0008336282972640584,0.01362483648681581,0.018037944148880124,2022
215,106.25,269.76785714285717,0.393857152313497,1026.0,932.0,,930.0,,True,False,0.0017944501706103656,-0.005863377050793638,0.0013633694570205984,0.002590817399206935,-0.004500007593773025,2022
216,55.25,267.4642857142857,0.20656963546534918,969.0,930.0,992.0,,1005.0,True,True,-0.0007181440968084758,-0.022538167259713016,-0.005397583396894622,-0.019801374478122052,-0.027935750656607562,2022
217,-108.75,291.89285714285717,-0.37256821240670496,938.0,947.0,,,930.0,True,False,0.01232827373299567,-0.0011668332992201128,0.0018854363658419317,0.004150879806983983,0.0007186030666218694,2022
219,-244.5,292.48214285714283,-0.8359484706026009,,,1051.0,,930.0,True,False,-0.0009572250939791166,-0.005697371837980666,-0.002026310032322361,-0.02238977799518011,-0.007723681870302982,2022
220,52.75,300.17857142857144,0.17572873289708507,999.0,937.0,1315.0,,1007.0,True,True,0.0061106606317260954,-0.014804445588703172,-0.00643375474740304,-0.0052482366704280844,-0.02123820033610622,2022
221,131.5,313.42857142857144,0.41955332725615313,1267.0,931.0,1283.0,,1269.0,True,True,0.007095474950739944,-0.020158489444415267,-0.00905043998893867,-0.004395392750737189,-0.029208929433353913,2022
222,-89.75,339.67857142857144,-0.2642203764062664,1041.0,934.0,972.0,,930.0,True,False,-0.006467364160185422,-0.012734670623322574,-0.003308408435210937,-0.02524211270591881,-0.016043079058533503,2022
223,-224.75,360.6607142857143,-0.6231618557211467,1307.0,,945.0,,930.0,True,False,-0.00664910101374002,0.011685573545525267,0.016418627864405455,-0.010601756350704301,0.028104201409930637,2022
224,-280.75,404.23214285714283,-0.6945266598930954,,,946.0,,,True,True,-0.008381041599427132,0.008311051572977327,-0.00473568780652896,-0.019528452516791674,0.0035753637664483807,2022
225,324.75,405.2142857142857,0.801427815970386,1262.0,963.0,,930.0,1269.0,True,False,-0.0014276747671072543,-0.02018689941514872,-0.0011599094462248914,0.0009664977512476062,-0.021346808861373624,2022
226,184.75,417.73214285714283,0.44226905484546664,1102.0,930.0,,,1233.0,True,True,0.0015784227725295027,-0.02506097742306302,-0.0007644648674031343,-0.010571259328263928,-0.025825442290466176,2022
227,80.5,429.6607142857143,0.18735713395120734,933.0,1030.0,,1316.0,935.0,True,True,-0.012008363257960302,0.025009477533051775,0.012489537707311527,0.018711564637122865,0.037499015240363344,2022
228,54.75,448.25,0.12214166201896264,931.0,939.0,,930.0,,True,False,0.009673470179322071,0.00939546283232817,0.008723570227513288,0.022837100791845893,0.018119033059841604,2022
229,45.5,450.67857142857144,0.10095887154291149,930.0,1291.0,942.0,930.0,,True,False,-0.006834177301834293,0.006900785131609194,0.0030923746130058502,0.0031019670648755283,0.009993159744615213,2022
230,176.25,445.48214285714283,0.3956387541588167,1031.0,,932.0,930.0,,True,False,-0.004736695149346092,0.0008074816077525749,0.0003787972409564903,0.007705829049068061,0.001186278848708936,2022
231,-409.75,447.23214285714283,-0.916190856458375,,,1079.0,,930.0,True,False,0.0004060707634093463,-0.007641402439489574,-0.006481369577969021,-0.03459451303389682,-0.014122772017458535,2022
232,16.5,437.57142857142856,0.03770812928501469,932.0,,,,934.0,True,True,0.0037972780520561973,0.013717078002336737,-0.006538345123461607,0.01864606282309935,0.007178732878875209,2022
233,28.0,448.9642857142857,0.062365762469175086,933.0,941.0,1058.0,,,True,True,0.004927947327211669,-0.009557310452706967,-0.005077882975916352,-0.002732729081363716,-0.014635193428623386,2022
234,-49.25,451.1607142857143,-0.10916287354047101,937.0,1014.0,961.0,,930.0,True,True,0.00041129696220059244,0.012074705829366886,0.002299590130906851,0.009114934291166952,0.014374295960273674,2022
235,185.5,448.375,0.4137161973794257,,939.0,,930.0,,True,False,-0.002705864353481896,0.00849382229963945,0.0024679714713982297,0.01824196248565118,0.010961793771037532,2022
236,-301.0,424.60714285714283,-0.7088905711161578,,,1221.0,,930.0,True,False,0.01122900089005984,-0.012563359118263796,-0.0013192167796259257,-0.021453340482576848,-0.013882575897889727,2022
237,-2.25,421.98214285714283,-0.005331979179890822,930.0,931.0,1061.0,,972.0,True,True,-0.004189677824549134,-0.026124004886927375,-0.0015365814093696948,-0.030466012081719836,-0.027660586296297016,2022
238,-28.5,405.5357142857143,-0.0702774108322325,930.0,950.0,,,1194.0,True,True,0.005500323805090061,-0.0030694664745426915,0.0008206095668663703,0.0004367689648999581,-0.0022488569076764015,2022
239,216.5,398.80357142857144,0.5428737742354364,,1261.0,,930.0,,True,False,0.002009533073514185,0.005543877450390194,0.0018070856293390105,0.02255429807757065,0.007350963079729325,2022
240,-95.0,364.7857142857143,-0.2604268650871353,1263.0,,930.0,1264.0,945.0,True,True,-0.007295409083847121,0.01562665658973275,-0.0023489372502351765,0.0018378291567863166,0.013277719339497744,2022
241,-139.0,350.48214285714283,-0.39659652519488464,,,946.0,,954.0,True,True,-0.004068480106418297,-0.014336414795538752,-0.002192887155671889,-0.02792502570547031,-0.016529301951210582,2022
242,38.25,333.98214285714283,0.11452708121691708,933.0,,935.0,,935.0,True,True,-0.0014899083395197696,-0.01192885152767637,-0.0006570360807100758,-0.010735324514087676,-0.012585887608386337,2022
244,-124.25,320.8392857142857,-0.38726554238325817,947.0,942.0,,,930.0,True,False,0.010074888403441777,-0.004267204170839395,-0.006937394842023685,-0.0030600105714833083,-0.011204599012863132,2022
245,130.5,328.5,0.3972602739726027,960.0,,953.0,,1152.0,True,True,-0.006562896953292238,-0.02349854683389887,-0.005307975325099192,-0.02073928184237143,-0.028806522158998066,2022
246,-433.0,349.92857142857144,-1.2373953868136354,1033.0,1033.0,,,930.0,True,False,0.020093513606436075,0.034576231275070174,0.010997585363622544,0.022254301038746656,0.04557381663869281,2022
247,28.75,388.42857142857144,0.07401618242000735,930.0,1034.0,,930.0,,True,False,-0.009035775762555164,0.018923973785745594,0.003391412266801522,0.011934625942396039,0.022315386052547063,2022
248,-140.5,386.17857142857144,-0.36382132618144825,1000.0,930.0,,1000.0,,True,True,0.007237709889145154,-0.0026771419902975172,0.008971819330168473,-0.0053471360231979,0.006294677339871013,2022
249,-59.25,386.30357142857144,-0.15337678546664818,936.0,,1055.0,,1167.0,True,True,0.0017886582820825175,-0.015520064336036204,0.001706788452601364,-0.017882497514859385,-0.013813275883434834,2022
250,62.75,390.9107142857143,0.16052258919190535,968.0,1025.0,,1220.0,,True,True,0.0005657608750475312,0.013204061695239088,-0.0018332130874941994,0.018218646363181337,0.011370848607744986,2022
251,113.25,401.48214285714283,0.28207979362184765,949.0,,981.0,930.0,,True,False,-0.006156541185004757,-0.015311219791603943,-0.0006201880254427422,-0.013582671254322123,-0.015931407817046644,2022
252,-100.5,401.0,-0.2506234413965087,,,1031.0,,930.0,True,False,-0.0008394131744950944,-0.009641094795066025,0.0032240371583469453,-0.01763152748519228,-0.006417057636718985,2022
253,-2.75,377.85714285714283,-0.0072778827977315694,930.0,930.0,1015.0,,947.0,True,True,-0.01135944203523197,-0.019081779676222765,-0.006996158336694967,-0.030639047427644527,-0.026077938012917676,2022
254,-34.0,397.42857142857144,-0.08554996405463695,935.0,1093.0,,,930.0,True,False,-0.002642950394585411,0.0073678244885661565,-0.00710509131136123,0.0021822463406623374,0.00026273317720468264,2022
255,348.75,423.17857142857144,0.8241201789180521,,984.0,,1018.0,,True,True,-0.0025632589375928906,0.014740135493594814,-0.0020976499554183985,0.03801619302474804,0.012642485538176236,2022
256,-176.75,425.73214285714283,-0.4151671490289837,,,932.0,,937.0,True,True,0.0009896998718481533,0.00043955239622731594,0.0004942656137528109,-0.011451583884982054,0.0009338180099801759,2022
257,119.75,418.07142857142856,0.28643430719289253,955.0,,1051.0,930.0,1272.0,True,False,-0.008472079314979616,-0.01656711630591005,-0.005222333563941639,-0.016310926577716857,-0.021789449869851665,2022
258,-49.75,427.1607142857143,-0.11646670289703608,943.0,,933.0,,930.0,True,False,0.0018190176697141448,-0.015063994155424273,-0.0020372228474774346,-0.016973213266018534,-0.01710121700290173,2022
260,164.25,415.875,0.39495040577096485,,945.0,,930.0,,True,False,0.007479986228245256,0.00919525862344079,0.007715102425806545,0.028809141980819627,0.0169103610492474,2022
261,-82.75,385.10714285714283,-0.21487526662338868,956.0,1167.0,932.0,957.0,,True,True,0.007683645507444169,0.005261808820722454,0.004720924554639684,0.006998029130322559,0.009982733375362107,2022
262,-73.0,381.375,-0.19141265158964274,950.0,936.0,,951.0,,True,True,0.007394371791837489,0.016818012850372866,0.0013541198555373302,0.019028818395303036,0.01817213270591017,2022
263,-38.75,390.8392857142857,-0.0991456115502353,935.0,940.0,954.0,939.0,,True,True,-0.004795252307485326,0.001118040750253304,0.0037641854738093418,-0.006369891704419443,0.004882226224062629,2022
264,17.75,384.4107142857143,0.046174571468388534,,936.0,,937.0,,True,True,0.00542288463923844,0.011851736115439809,0.0009386867609083256,0.018508834708469517,0.012790422876348148,2022
265,-123.25,382.82142857142856,-0.32195167459651086,1080.0,1082.0,930.0,,,True,True,-0.0027046365660670373,0.0005863383340071735,-0.003938509150546866,-0.01056396159709757,-0.003352170816539522,2022
266,79.75,371.44642857142856,0.2147012162876785,990.0,1021.0,979.0,1204.0,990.0,True,True,-0.0028960045063138053,0.016674471313598997,0.0027973943153498473,0.019284603907008466,0.01947186562894891,2022
267,-3.25,376.69642857142856,-0.008627636880777436,930.0,,1028.0,930.0,,True,True,-0.0029168877838679705,-0.005073905866001331,0.007448760674219053,-0.008210910651409982,0.002374854808217605,2022
268,-2.0,353.0892857142857,-0.005664289687958327,930.0,934.0,,934.0,,True,True,0.009058537183607319,0.00395522403400929,0.00272268093194337,0.012878207055049017,0.006677904965952669,2022
269,160.5,334.4642857142857,0.4798718633208756,,931.0,,930.0,,True,False,0.0002970297051540878,0.006889378351440544,-0.0010164435191563435,0.01783857448369396,0.005872934832284286,2022
270,-75.5,329.92857142857144,-0.2288374106949556,,,1026.0,,1280.0,True,True,0.0014331015918939245,-0.010091737700079576,0.0030216519205308137,-0.013624526441350574,-0.007070085779548788,2022
271,-0.5,328.69642857142856,-0.0015211604280980062,930.0,,930.0,,938.0,True,True,-0.003553994507101217,-0.002548705788269772,-0.007937479924294461,-0.006135855694730793,-0.010486185712564355,2022
272,29.25,314.26785714285717,0.09307347008352747,935.0,,935.0,,950.0,True,True,-0.0040688737284595876,-0.004102414019150871,0.0055166270938850565,-0.006206172105607872,0.0014142130747342356,2022
273,35.5,302.125,0.11750103434009102,,936.0,,935.0,,True,True,0.01025256108694897,0.0061443871317964005,0.001534337277706485,0.018783102938554546,0.007678724409502877,2022
274,-59.5,293.875,-0.2024670353041259,,,930.0,,1098.0,True,True,-0.0023363528742577893,-0.016542849930619444,0.0005901346521283953,-0.02281049296881732,-0.015952715278491177,2022
275,-228.75,283.98214285714283,-0.8055083946425203,,,935.0,,930.0,True,False,-0.006664744597067331,-0.0010346077173463751,0.0010173730239079238,-0.023242782532447423,-1.7234693438338236e-05,2022
276,-38.25,280.76785714285717,-0.1362335432169433,933.0,961.0,1008.0,,1051.0,True,True,0.006390568562578655,0.0010811461200862372,-0.0022666012416898413,0.004831301037252507,-0.0011854551216035436,2022
277,-74.75,272.75,-0.27406049495875345,,,930.0,,958.0,True,True,-0.010090131888355506,0.004406329243668336,-0.0034642167485692487,-0.010837076201771817,0.0009421124950991529,2022
278,-178.0,265.94642857142856,-0.6693077284630363,,,932.0,,930.0,True,False,-0.0013251938930810194,-0.006741439099381707,-0.0031378168016834166,-0.020560434631678733,-0.009879255901065141,2022
279,199.25,258.48214285714283,0.770846286701209,1195.0,,1268.0,930.0,1214.0,True,False,0.004163927481550804,-0.025355571621687938,0.002855220794931982,-0.007060328584938842,-0.022500350826756,2022
280,11.0,269.55357142857144,0.04080821464060947,930.0,990.0,931.0,,,True,True,0.00439804763699615,0.016278647418381705,-0.001580833603997039,0.021465381037932788,0.01469781381438462,2022
281,2.25,270.2857142857143,0.008324524312896407,930.0,,939.0,,1292.0,True,True,-0.007728041002053369,-0.012996341125847676,-0.002785191777370877,-0.02056618626351408,-0.015781532903218626,2022
282,-43.25,279.26785714285717,-0.15486923716350148,930.0,930.0,,,930.0,True,False,0.0011906051844802672,0.001819246685392722,0.0017979795558887824,-0.00010796998444919723,0.0036172262412815233,2022
283,-41.5,274.23214285714283,-0.15133164029432833,934.0,960.0,,958.0,,True,True,0.010021327469085363,0.014345161519309743,-0.0003869152352172966,0.021380069569930625,0.013958246284092373,2022
284,39.5,286.5357142857143,0.13785367069674687,934.0,,968.0,930.0,,True,False,-0.011645066930152478,-0.004054564265649146,-0.0018727766257712988,-0.012924193776192363,-0.005927340891420465,2022
285,169.0,293.0357142857143,0.5767215112736137,1069.0,930.0,1052.0,935.0,1083.0,True,True,0.0022905480898296423,-0.03161018330875585,-0.0029834477286963877,-0.017323466373070483,-0.03459363103745221,2022
286,3.5,318.98214285714283,0.010972401052454795,930.0,,980.0,,939.0,True,True,-0.004179791620320247,-0.017193774976754787,-0.005859974965375407,-0.021118534261236055,-0.023053749942130206,2022
287,-67.75,335.4642857142857,-0.20195890556797616,935.0,935.0,,,930.0,True,False,-0.0029579410196692445,0.01691308954356272,0.004073099145620942,0.008869898831176429,0.020986188689183723,2022
288,-87.5,337.1607142857143,-0.2595201525342937,,,930.0,,961.0,True,True,-0.013103158103848418,-0.014576355558862263,-0.005156182056411587,-0.03416726534305152,-0.019732537615273917,2022
289,12.75,343.48214285714283,0.03711983363659995,974.0,943.0,,,974.0,True,True,0.011813903588642895,-0.011161362493785212,-0.0021896136590901553,0.0016321518259824685,-0.013350976152875355,2022
290,211.0,348.26785714285717,0.6058555094088088,,1126.0,944.0,930.0,,True,True,-0.005863783844970446,0.02763042245351718,-0.0030037291046710666,0.03786494731545459,0.024626693348845905,2022
291,-175.5,362.0,-0.48480662983425415,,959.0,1011.0,,1206.0,True,True,0.010220406056784034,-0.03695272678908552,-0.006339134721290455,-0.03985375906133289,-0.04329186151037598,2022
292,-14.5,391.5357142857143,-0.037033658670072064,930.0,989.0,937.0,,934.0,True,True,0.006771794007839824,0.003166392574864933,0.007776760873119865,0.008809606139129917,0.01094315344798454,2022
293,3.0,402.9642857142857,0.007444828503057698,930.0,1184.0,937.0,957.0,,True,True,0.002826209225504196,-0.0015648858155330287,0.0,0.0014908259641944705,-0.0015648858155330287,2022
294,17.0,390.0357142857143,0.04358575222049263,930.0,1198.0,931.0,1200.0,970.0,True,True,-0.006775145533503786,0.0337972055306165,0.00498172241912502,0.028319943484324938,0.0387789279497416,2022
295,-190.5,413.375,-0.4608406410644088,,,930.0,,1028.0,True,True,-0.01272821595995342,-0.03489343500939689,0.010691735206490182,-0.061798368837756044,-0.0242016998029067,2022
296,-98.75,433.35714285714283,-0.22787209493983848,1018.0,1042.0,933.0,,933.0,True,True,-0.016574692218532746,0.004848687042340937,0.006481083367001887,-0.0194352407226507,0.011329770409342828,2022
297,-244.0,447.1607142857143,-0.5456651092208777,,,990.0,,930.0,True,False,0.00022087244706031292,-0.01747839498585875,-0.003233334785951058,-0.036667498513950854,-0.02071172977180979,2022
298,299.75,448.01785714285717,0.6690581529754075,1029.0,930.0,,,,True,True,-0.0026442323099279486,-0.005390198086838536,-0.00436558355328928,0.016244651896618136,-0.009755781640127812,2022
299,-97.0,452.55357142857144,-0.21433926528035355,944.0,,1145.0,,936.0,True,True,0.011468830355506877,-0.030325843067489686,-0.0035012435992301254,-0.026747081299318208,-0.033827086666719824,2022
300,-183.0,448.05357142857144,-0.4084333027778885,972.0,1016.0,933.0,,930.0,True,False,0.00033916269535507024,0.0021594622441006685,0.010665141006278534,-0.01290150690474774,0.01282460325037914,2022
301,184.0,448.48214285714283,0.4102727453712921,,946.0,,930.0,,True,True,0.009128174888702224,0.014534579779301594,-0.003063653784999985,0.038945444140475245,0.01147092599430149,2022
302,-73.0,452.76785714285717,-0.16123052652336817,1230.0,,946.0,,,True,True,-0.004762979958403526,0.0022621908052568094,-0.002711161241973495,-0.008412694936772224,-0.00044897043671663647,2022
303,243.75,436.2142857142857,0.5587850008187326,,1249.0,,930.0,,True,False,-0.0036492000234452505,0.009376786851864024,1.989950748781504e-05,0.025434151491688033,0.009396686359351814,2022
304,-195.0,430.82142857142856,-0.4526237254414325,,,930.0,,941.0,True,True,-0.0055740939492344745,-0.03173951885951199,0.0021378277759810426,-0.05295679324366309,-0.029601691083530876,2022
305,-76.5,431.05357142857144,-0.17747214051949128,936.0,936.0,,,930.0,True,False,0.0025043945197404625,-0.00012612196010247225,-0.0013673417854772646,-0.004048970737787154,-0.0014934637455797368,2022
306,150.0,408.2142857142857,0.3674540682414698,982.0,,970.0,,1019.0,True,True,-0.002581022601363899,-0.026975285100104992,0.013568036652440097,-0.017005154546953925,-0.013407248447664938,2022
307,49.25,421.75,0.11677534084173088,937.0,1087.0,930.0,1245.0,,True,True,-0.0026750655755931074,0.01122087298285706,0.00399642519290147,0.012698383435912024,0.015217298175758487,2022
308,-218.25,425.67857142857144,-0.5127107978857286,,,942.0,,935.0,True,True,-0.01170450254177541,0.0048047755717109866,0.003954591197882595,-0.025201165404982472,0.008759366769593517,2022
309,-64.5,397.0357142857143,-0.16245389943330035,933.0,990.0,,945.0,,True,True,0.0075881122904923794,0.015485291941414963,-0.0034460827119160912,0.01758379514387081,0.012039209229498853,2022
310,-36.75,374.67857142857144,-0.09808407206176722,932.0,938.0,,938.0,,True,True,0.016773190506014196,0.011612768992875356,0.0015694590627180754,0.02530577811988991,0.013182228055593513,2022
311,132.5,377.125,0.3513423931057342,,931.0,,930.0,,True,False,0.009066172497305278,0.010546798195292969,0.002289278890510124,0.030349425491472633,0.012836077085803168,2022
313,-5.5,367.17857142857144,-0.014979087637389359,930.0,,934.0,930.0,,True,True,-0.009949344796502339,0.012549153244871205,-0.005087764869548663,0.0021660373938131444,0.007461388375322607,2022
314,88.25,360.85714285714283,0.24455661124307207,976.0,930.0,995.0,931.0,1083.0,True,True,0.0056579729430405665,-0.014433159154400334,-0.0057404640748424714,-0.0018205209341962346,-0.020173623229242783,2022
315,-47.5,348.625,-0.13624955181068482,949.0,1030.0,930.0,1184.0,931.0,True,True,0.0022769498722263115,0.02282037789926944,0.0057555234810865614,0.021305286504624474,0.02857590138035586,2022
316,-220.75,349.55357142857144,-0.6315197956577266,,,930.0,,,True,True,0.001576852142082525,-0.011229953333250327,0.00017924180763563078,-0.026921377475799556,-0.011050711525614773,2022
317,187.5,339.625,0.5520794994479205,1108.0,930.0,1082.0,930.0,,True,False,0.000608063728120408,-0.014597069217066458,0.0028412779026530093,0.000836037232445226,-0.011755791314413514,2022
318,-143.25,344.23214285714283,-0.4161435908076983,989.0,992.0,932.0,,930.0,True,False,0.005783196867786163,0.012866567278786425,0.0015746174965450713,0.007215823020090081,0.014441184775331265,2022
319,-37.75,349.82142857142856,-0.1079122001020929,939.0,939.0,1122.0,949.0,,True,True,0.006762759963567268,-0.009745802308380947,-0.001346268269065172,-0.005957212607234556,-0.01109207057744621,2022
