sym,stop,objetivo,trail_EMA20,trades,por_dia,wr,gan_media_usd,perd_media_usd,pf,exp_usd,exp_R,t,DEV_usd,DEV_t,DEV_bruto_t,VAL1_usd,VAL1_t,VAL1_bruto_t,VAL2_usd,VAL2_t,VAL2_bruto_t
YM,EMA50,3R,False,7265,1.8934063070106855,0.27253957329662765,402.6250754288798,-160.13843239686037,0.941944782654015,-6.763106107119757,-0.14116186481930237,-3.796933396865614,-9.80413670939858,-4.087810800012561,2.3365905197904944,-1.7911544827497035,-1.3693508798493474,0.4300898934091422,-4.840414165204478,-0.6074879986962476,1.5316809150107744
YM,EMA50,3R,True,8724,2.2736512900703674,0.24037138927097662,184.01290783485692,-75.7846768400618,0.7683309805090417,-13.336770482507434,-0.17684378444074952,-12.520786096356748,-15.050172846447792,-13.444419565707992,1.00884588331752,-9.824020787365187,-2.5802110984348383,1.162402002513712,-12.545925364238059,-3.642344546279272,1.066240876004541
YM,EMA50,sin objetivo,False,6557,1.7088871514203805,0.16806466371816378,712.5158620689655,-151.49785390291765,0.9501122026604192,-6.287679280222043,-0.12697261755101966,-2.685790970567994,-8.525267944490714,-2.6927051074028316,1.6362753837303752,-14.285149832423924,-1.697055971013775,-0.46106823057929003,-0.12882478432072458,-0.1567953518071474,1.322079431097311
YM,EMA50,sin objetivo,True,8454,2.2032838154808445,0.23314407381121363,191.35314053779805,-75.03946307641979,0.7752762486572112,-12.93160623662522,-0.169551667226749,-11.113786287231097,-15.11873109205885,-12.328900986347351,1.0206725237881518,-13.53971918770789,-2.9912525737600006,0.4940186805509097,-9.946072991684696,-2.594817244867681,1.4301708972344138
YM,vela VI,1R,False,8364,2.17982799061767,0.44727403156384504,26.6297353648757,-55.44635085442353,0.38864912708880417,-18.735848876135822,-0.6072463092332651,-40.22751186291203,-16.443077926312363,-30.289446331200462,-0.8047567089698715,-17.63009279086367,-14.637711074645233,-1.3557000564219648,-20.93838809034908,-23.083191642180278,-4.9439362673404235
YM,vela VI,1R,True,8366,2.180349231170185,0.43676786994979677,26.519693486590032,-54.06432937181664,0.3803828615159768,-18.867817355964622,-0.6104309075245429,-41.648409414953726,-16.53900912646676,-31.57674166955804,-0.9709493476511842,-17.53016416845111,-14.91367311428506,-1.2684252482746559,-21.182119579163462,-23.839206443478286,-5.37014206142411
YM,vela VI,2R,False,8241,2.1477716966379985,0.32678073049387213,68.55117712588194,-56.054700793078595,0.5936121465449793,-15.335900982890431,-0.5210205236918173,-25.844818432629925,-16.117615894039744,-22.026330443207904,-1.106639937246102,-13.142331643736426,-8.473331568773279,0.7749330317122896,-15.510000000000005,-12.03209312521398,0.5484119157262852
YM,vela VI,2R,True,8250,2.150117279124316,0.3153939393939394,67.95252882398155,-53.79204674220964,0.5819694113715905,-15.394545454545458,-0.5207866770056596,-26.871022257134083,-15.920436652332127,-22.954081967994387,-0.7856412147758576,-13.008734634851775,-8.728627882784624,0.9046105391935204,-15.839344432882418,-12.61582708516226,0.3167633389594753
YM,vela VI,3R,False,8107,2.1128485796194942,0.255581596151474,108.74289575289579,-56.47582435791218,0.6610750881080276,-14.248960157888247,-0.47894591594066394,-20.22139693032329,-16.575745393634847,-18.217972561816442,-0.9519121749323833,-10.918554572271393,-6.1547021245814895,1.2638186435705183,-13.60386617100372,-8.453722553463944,1.6702877730268382
YM,vela VI,3R,True,8131,2.1191034662496744,0.244742344115115,106.15457286432162,-53.218882918091516,0.6463785438928605,-14.213449760177102,-0.4800085030187753,-21.26402352377584,-16.145642737896498,-19.10313268868959,-0.4822442628017177,-10.822500000000003,-6.535731637594038,1.3440626488244816,-13.902213983050851,-9.033739694588801,1.5822367768687042
