etiqueta,año,top,sym,n,wr,R,R_suma
y11,2021,0.02,YM,15,0.3333333333333333,-0.3833546440803148,-5.750319661204721
y11,2022,1.0,ES,250,0.464,-0.14910418983302662,-37.276047458256656
y11,2022,1.0,NQ,250,0.448,-0.12312100901800309,-30.780252254500773
y11,2022,1.0,YM,250,0.448,-0.15404371906038136,-38.51092976509534
y11,2022,0.2,ES,144,0.4375,-0.20202895472330973,-29.092169480156603
y11,2022,0.2,NQ,151,0.4370860927152318,-0.14494882358753938,-21.887272361718445
y11,2022,0.2,YM,136,0.4264705882352941,-0.1971039302025151,-26.806134507542055
y11,2022,0.1,ES,82,0.4634146341463415,-0.15019968643062817,-12.31637428731151
y11,2022,0.1,NQ,81,0.43209876543209874,-0.15492347815380433,-12.548801730458152
y11,2022,0.1,YM,69,0.4782608695652174,-0.09354647373181865,-6.454706687495487
y11,2022,0.05,ES,45,0.37777777777777777,-0.321473399167755,-14.466302962548976
y11,2022,0.05,NQ,39,0.5128205128205128,0.006520016623023575,0.2542806482979194
y11,2022,0.05,YM,30,0.4666666666666667,-0.11668797741363891,-3.5006393224091674
y11,2022,0.02,ES,13,0.38461538461538464,-0.3077981854925325,-4.001376411402923
y11,2022,0.02,NQ,13,0.5384615384615384,0.05780206790507341,0.7514268827659544
y11,2022,0.02,YM,8,0.5,-0.05002131074695826,-0.40017048597566607
y11,2023,1.0,ES,248,0.46774193548387094,-0.1415450837555706,-35.10318077138151
