R,S,rr,K,G,colchon,ev,p_cobra,n_ret,dias,neto_cupo,neto_cupo_año
150,40,1,2,1000000000.0,1500,18.9,0.014,0.014,150.12866666666667,-215.29793502895996,-361.39053807599197
150,40,1,2,1000000000.0,2500,0.0,0.0,0.0,150.30266666666665,-234.19793502895996,-392.6602297628202
150,40,2,1,300.0,-1,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,300.0,0,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,300.0,500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,300.0,1000,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,300.0,1500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,300.0,2500,19.8,0.014,0.014666666666666666,188.01266666666666,-214.39793502895995,-287.36510462396814
150,40,2,1,600.0,-1,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,600.0,0,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,600.0,500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,600.0,1000,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,600.0,1500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,600.0,2500,19.8,0.014,0.014666666666666666,188.01266666666666,-214.39793502895995,-287.36510462396814
150,40,2,1,1000000000.0,-1,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,1000000000.0,0,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,1000000000.0,500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,1000000000.0,1000,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,1000000000.0,1500,84.6,0.05466666666666667,0.06266666666666666,187.54,-149.59793502895997,-201.01674110748593
150,40,2,1,1000000000.0,2500,19.8,0.014,0.014666666666666666,188.01266666666666,-214.39793502895995,-287.36510462396814
150,40,2,2,300.0,-1,280.7806292798781,0.14866666666666667,0.206,133.16866666666667,46.58269425091814,88.15015757884514
150,40,2,2,300.0,0,280.8,0.14866666666666667,0.206,133.16866666666667,46.60206497104005,88.18681350995048
150,40,2,2,300.0,500,279.0,0.14866666666666667,0.20533333333333334,133.20533333333333,44.80206497104004,84.75726977424895
150,40,2,2,300.0,1000,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,300.0,1500,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,300.0,2500,125.1,0.07466666666666667,0.09266666666666666,137.236,-109.09793502895997,-200.33139720844324
150,40,2,2,600.0,-1,280.7806292798781,0.14866666666666667,0.206,133.16866666666667,46.58269425091814,88.15015757884514
150,40,2,2,600.0,0,280.8,0.14866666666666667,0.206,133.16866666666667,46.60206497104005,88.18681350995048
150,40,2,2,600.0,500,279.0,0.14866666666666667,0.20533333333333334,133.20533333333333,44.80206497104004,84.75726977424895
150,40,2,2,600.0,1000,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,600.0,1500,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,600.0,2500,125.1,0.07466666666666667,0.09266666666666666,137.236,-109.09793502895997,-200.33139720844324
150,40,2,2,1000000000.0,-1,280.7806292798781,0.14866666666666667,0.206,133.16866666666667,46.58269425091814,88.15015757884514
150,40,2,2,1000000000.0,0,280.8,0.14866666666666667,0.206,133.16866666666667,46.60206497104005,88.18681350995048
150,40,2,2,1000000000.0,500,279.0,0.14866666666666667,0.20533333333333334,133.20533333333333,44.80206497104004,84.75726977424895
150,40,2,2,1000000000.0,1000,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,1000000000.0,1500,277.2,0.14866666666666667,0.20466666666666666,133.21466666666666,43.00206497104003,81.34630100315847
150,40,2,2,1000000000.0,2500,125.1,0.07466666666666667,0.09266666666666666,137.236,-109.09793502895997,-200.33139720844324
150,40,3,1,300.0,-1,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,300.0,0,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,300.0,500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,300.0,1000,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,300.0,1500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,300.0,2500,67.5,0.042,0.05,162.72733333333332,-166.69793502895996,-258.14888480503936
150,40,3,1,600.0,-1,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,600.0,0,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,600.0,500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,600.0,1000,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,600.0,1500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,600.0,2500,67.5,0.042,0.05,162.72733333333332,-166.69793502895996,-258.14888480503936
150,40,3,1,1000000000.0,-1,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,1000000000.0,0,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,1000000000.0,500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,1000000000.0,1000,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,1000000000.0,1500,203.4,0.12066666666666667,0.15066666666666667,160.66466666666668,-30.797935028959955,-48.30607617915104
150,40,3,1,1000000000.0,2500,67.5,0.042,0.05,162.72733333333332,-166.69793502895996,-258.14888480503936
150,40,3,2,300.0,-1,500.26238634324096,0.20866666666666667,0.35933333333333334,107.23466666666667,266.064451314281,625.2478215800749
150,40,3,2,300.0,0,500.4,0.20866666666666667,0.35933333333333334,107.23466666666667,266.20206497104004,625.5712117912934
150,40,3,2,300.0,500,495.0,0.20866666666666667,0.35733333333333334,107.53266666666667,260.80206497104007,611.1828378294542
150,40,3,2,300.0,1000,484.2,0.20866666666666667,0.35333333333333333,107.67266666666667,250.00206497104003,585.1115452331023
150,40,3,2,300.0,1500,477.0,0.20866666666666667,0.3506666666666667,107.70133333333334,242.80206497104004,568.1092190691116
150,40,3,2,300.0,2500,302.4,0.13866666666666666,0.22333333333333333,115.67133333333334,68.20206497104002,148.58409493019374
150,40,3,2,600.0,-1,500.26238634324096,0.20866666666666667,0.35933333333333334,107.23466666666667,266.064451314281,625.2478215800749
150,40,3,2,600.0,0,500.4,0.20866666666666667,0.35933333333333334,107.23466666666667,266.20206497104004,625.5712117912934
150,40,3,2,600.0,500,495.0,0.20866666666666667,0.35733333333333334,107.53266666666667,260.80206497104007,611.1828378294542
150,40,3,2,600.0,1000,484.2,0.20866666666666667,0.35333333333333333,107.67266666666667,250.00206497104003,585.1115452331023
150,40,3,2,600.0,1500,477.0,0.20866666666666667,0.3506666666666667,107.70133333333334,242.80206497104004,568.1092190691116
150,40,3,2,600.0,2500,302.4,0.13866666666666666,0.22333333333333333,115.67133333333334,68.20206497104002,148.58409493019374
150,40,3,2,1000000000.0,-1,500.26238634324096,0.20866666666666667,0.35933333333333334,107.23466666666667,266.064451314281,625.2478215800749
150,40,3,2,1000000000.0,0,500.4,0.20866666666666667,0.35933333333333334,107.23466666666667,266.20206497104004,625.5712117912934
150,40,3,2,1000000000.0,500,495.0,0.20866666666666667,0.35733333333333334,107.53266666666667,260.80206497104007,611.1828378294542
150,40,3,2,1000000000.0,1000,484.2,0.20866666666666667,0.35333333333333333,107.67266666666667,250.00206497104003,585.1115452331023
150,40,3,2,1000000000.0,1500,477.0,0.20866666666666667,0.3506666666666667,107.70133333333334,242.80206497104004,568.1092190691116
150,40,3,2,1000000000.0,2500,302.4,0.13866666666666666,0.22333333333333333,115.67133333333334,68.20206497104002,148.58409493019374
150,60,1,1,300.0,-1,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,300.0,0,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,300.0,500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,300.0,1000,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,300.0,1500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,300.0,2500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,-1,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,0,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,1000,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,1500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,600.0,2500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,-1,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,0,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,1000,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,1500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,1,1000000000.0,2500,0.0,0.0,0.0,166.28533333333334,-234.19793502895996,-354.9193331981448
150,60,1,2,300.0,-1,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,300.0,0,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,300.0,500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,300.0,1000,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,300.0,1500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,300.0,2500,87.3,0.048,0.06466666666666666,109.20733333333334,-146.89793502895998,-338.9724709631641
150,60,1,2,600.0,-1,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,600.0,0,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,600.0,500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,600.0,1000,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,600.0,1500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,600.0,2500,87.3,0.048,0.06466666666666666,109.20733333333334,-146.89793502895998,-338.9724709631641
150,60,1,2,1000000000.0,-1,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,1000000000.0,0,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,1000000000.0,500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,1000000000.0,1000,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,1000000000.0,1500,175.5,0.09533333333333334,0.13,106.15466666666667,-58.69793502895996,-139.34271654533552
150,60,1,2,1000000000.0,2500,87.3,0.048,0.06466666666666666,109.20733333333334,-146.89793502895998,-338.9724709631641
150,60,2,1,300.0,-1,511.8068681106103,0.23533333333333334,0.36933333333333335,136.628,277.6089330816503,512.0286554481943
150,60,2,1,300.0,0,512.1,0.23533333333333334,0.36933333333333335,136.628,277.9020649710401,512.5693150210946
150,60,2,1,300.0,500,501.3,0.23533333333333334,0.36533333333333334,136.97733333333332,267.10206497104,491.39312859087704
150,60,2,1,300.0,1000,495.9,0.23533333333333334,0.36333333333333334,137.06066666666666,261.70206497104004,481.1659097871655
150,60,2,1,300.0,1500,490.5,0.23533333333333334,0.36133333333333334,137.11466666666666,256.30206497104007,471.05187171347166
150,60,2,1,300.0,2500,270.0,0.13866666666666666,0.19933333333333333,143.80666666666667,35.80206497104004,62.73784506538007
150,60,2,1,600.0,-1,511.8068681106103,0.23533333333333334,0.36933333333333335,136.628,277.6089330816503,512.0286554481943
150,60,2,1,600.0,0,512.1,0.23533333333333334,0.36933333333333335,136.628,277.9020649710401,512.5693150210946
150,60,2,1,600.0,500,501.3,0.23533333333333334,0.36533333333333334,136.97733333333332,267.10206497104,491.39312859087704
150,60,2,1,600.0,1000,495.9,0.23533333333333334,0.36333333333333334,137.06066666666666,261.70206497104004,481.1659097871655
150,60,2,1,600.0,1500,490.5,0.23533333333333334,0.36133333333333334,137.11466666666666,256.30206497104007,471.05187171347166
150,60,2,1,600.0,2500,270.0,0.13866666666666666,0.19933333333333333,143.80666666666667,35.80206497104004,62.73784506538007
150,60,2,1,1000000000.0,-1,511.8068681106103,0.23533333333333334,0.36933333333333335,136.628,277.6089330816503,512.0286554481943
150,60,2,1,1000000000.0,0,512.1,0.23533333333333334,0.36933333333333335,136.628,277.9020649710401,512.5693150210946
150,60,2,1,1000000000.0,500,501.3,0.23533333333333334,0.36533333333333334,136.97733333333332,267.10206497104,491.39312859087704
150,60,2,1,1000000000.0,1000,495.9,0.23533333333333334,0.36333333333333334,137.06066666666666,261.70206497104004,481.1659097871655
150,60,2,1,1000000000.0,1500,490.5,0.23533333333333334,0.36133333333333334,137.11466666666666,256.30206497104007,471.05187171347166
150,60,2,1,1000000000.0,2500,270.0,0.13866666666666666,0.19933333333333333,143.80666666666667,35.80206497104004,62.73784506538007
150,60,2,2,300.0,-1,685.6925204271922,0.25066666666666665,0.476,85.10466666666666,451.4945853982323,1336.902428229802
150,60,2,2,300.0,0,685.8,0.25066666666666665,0.476,85.10466666666666,451.60206497104,1337.2206816629964
150,60,2,2,300.0,500,678.6,0.25066666666666665,0.47333333333333333,85.53933333333333,444.4020649710401,1309.214322916188
150,60,2,2,300.0,1000,667.8,0.25066666666666665,0.4693333333333333,86.01733333333334,433.60206497104,1270.2988588273147
150,60,2,2,300.0,1500,655.2,0.25066666666666665,0.4646666666666667,86.28466666666667,421.0020649710401,1229.5640056483821
150,60,2,2,300.0,2500,490.5,0.18933333333333333,0.352,96.908,256.30206497104007,666.4890449983707
150,60,2,2,600.0,-1,685.6925204271922,0.25066666666666665,0.476,85.10466666666666,451.4945853982323,1336.902428229802
150,60,2,2,600.0,0,685.8,0.25066666666666665,0.476,85.10466666666666,451.60206497104,1337.2206816629964
150,60,2,2,600.0,500,678.6,0.25066666666666665,0.47333333333333333,85.53933333333333,444.4020649710401,1309.214322916188
150,60,2,2,600.0,1000,667.8,0.25066666666666665,0.4693333333333333,86.01733333333334,433.60206497104,1270.2988588273147
150,60,2,2,600.0,1500,655.2,0.25066666666666665,0.4646666666666667,86.28466666666667,421.0020649710401,1229.5640056483821
150,60,2,2,600.0,2500,490.5,0.18933333333333333,0.352,96.908,256.30206497104007,666.4890449983707
150,60,2,2,1000000000.0,-1,685.6925204271922,0.25066666666666665,0.476,85.10466666666666,451.4945853982323,1336.902428229802
150,60,2,2,1000000000.0,0,685.8,0.25066666666666665,0.476,85.10466666666666,451.60206497104,1337.2206816629964
150,60,2,2,1000000000.0,500,678.6,0.25066666666666665,0.47333333333333333,85.53933333333333,444.4020649710401,1309.214322916188
150,60,2,2,1000000000.0,1000,667.8,0.25066666666666665,0.4693333333333333,86.01733333333334,433.60206497104,1270.2988588273147
150,60,2,2,1000000000.0,1500,655.2,0.25066666666666665,0.4646666666666667,86.28466666666667,421.0020649710401,1229.5640056483821
150,60,2,2,1000000000.0,2500,490.5,0.18933333333333333,0.352,96.908,256.30206497104007,666.4890449983707
150,60,3,1,300.0,-1,920.9752182002758,0.34,0.646,122.20666666666666,686.7772831713158,1416.190131682709
150,60,3,1,300.0,0,921.6,0.34,0.646,122.20666666666666,687.4020649710401,1417.4784821289245
150,60,3,1,300.0,500,892.8,0.34,0.6353333333333333,123.71266666666666,658.60206497104,1341.558021862774
150,60,3,1,300.0,1000,867.6,0.34,0.626,124.16333333333333,633.4020649710401,1285.5431316763036
150,60,3,1,300.0,1500,851.4,0.34,0.62,124.40266666666666,617.20206497104,1250.2539096646008
150,60,3,1,300.0,2500,629.1,0.24733333333333332,0.458,138.55733333333333,394.9020649710401,718.2248530526625
150,60,3,1,600.0,-1,920.9752182002758,0.34,0.646,122.20666666666666,686.7772831713158,1416.190131682709
150,60,3,1,600.0,0,921.6,0.34,0.646,122.20666666666666,687.4020649710401,1417.4784821289245
150,60,3,1,600.0,500,892.8,0.34,0.6353333333333333,123.71266666666666,658.60206497104,1341.558021862774
150,60,3,1,600.0,1000,867.6,0.34,0.626,124.16333333333333,633.4020649710401,1285.5431316763036
150,60,3,1,600.0,1500,851.4,0.34,0.62,124.40266666666666,617.20206497104,1250.2539096646008
150,60,3,1,600.0,2500,629.1,0.24733333333333332,0.458,138.55733333333333,394.9020649710401,718.2248530526625
150,60,3,1,1000000000.0,-1,920.9752182002758,0.34,0.646,122.20666666666666,686.7772831713158,1416.190131682709
150,60,3,1,1000000000.0,0,921.6,0.34,0.646,122.20666666666666,687.4020649710401,1417.4784821289245
150,60,3,1,1000000000.0,500,892.8,0.34,0.6353333333333333,123.71266666666666,658.60206497104,1341.558021862774
150,60,3,1,1000000000.0,1000,867.6,0.34,0.626,124.16333333333333,633.4020649710401,1285.5431316763036
150,60,3,1,1000000000.0,1500,851.4,0.34,0.62,124.40266666666666,617.20206497104,1250.2539096646008
150,60,3,1,1000000000.0,2500,629.1,0.24733333333333332,0.458,138.55733333333333,394.9020649710401,718.2248530526625
150,60,3,2,300.0,-1,853.4365120873172,0.29333333333333333,0.5866666666666667,71.17,619.2385770583572,2192.610951506337
150,60,3,2,300.0,0,854.1,0.29333333333333333,0.5866666666666667,71.17,619.9020649710401,2194.960241291304
150,60,3,2,300.0,500,846.9,0.29333333333333333,0.584,72.62066666666666,612.70206497104,2126.129206186055
150,60,3,2,300.0,1000,819.9,0.29333333333333333,0.574,73.78466666666667,585.70206497104,2000.3738858033119
150,60,3,2,300.0,1500,807.3,0.29333333333333333,0.5693333333333334,74.314,573.10206497104,1943.398557105015
150,60,3,2,300.0,2500,726.3,0.232,0.5113333333333333,91.44933333333333,492.10206497104,1356.0483805900035
150,60,3,2,600.0,-1,845.9470004284186,0.3,0.576,74.65666666666667,611.7490653994587,2064.9296488011373
150,60,3,2,600.0,0,846.0,0.3,0.576,74.65666666666667,611.8020649710401,2065.108546314713
150,60,3,2,600.0,500,838.8,0.3,0.5733333333333334,74.92866666666667,604.60206497104,2033.3969247110863
150,60,3,2,600.0,1000,831.6,0.3,0.5706666666666667,75.28666666666666,597.4020649710401,1999.6279160458087
150,60,3,2,600.0,1500,822.6,0.3,0.5673333333333334,75.67933333333333,588.4020649710401,1959.284177618312
150,60,3,2,600.0,2500,741.6,0.248,0.512,89.17,507.4020649710401,1433.9499873578793
150,60,3,2,1000000000.0,-1,845.9470004284186,0.3,0.576,74.65666666666667,611.7490653994587,2064.9296488011373
150,60,3,2,1000000000.0,0,846.0,0.3,0.576,74.65666666666667,611.8020649710401,2065.108546314713
150,60,3,2,1000000000.0,500,838.8,0.3,0.5733333333333334,74.92866666666667,604.60206497104,2033.3969247110863
150,60,3,2,1000000000.0,1000,831.6,0.3,0.5706666666666667,75.28666666666666,597.4020649710401,1999.6279160458087
150,60,3,2,1000000000.0,1500,822.6,0.3,0.5673333333333334,75.67933333333333,588.4020649710401,1959.284177618312
150,60,3,2,1000000000.0,2500,741.6,0.248,0.512,89.17,507.4020649710401,1433.9499873578793
150,90,1,1,300.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,300.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,300.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,300.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,300.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,300.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,600.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,1,1000000000.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,300.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,600.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,1,2,1000000000.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,300.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,600.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,1,1000000000.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,300.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,-1,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,0,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,1000,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,1500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
150,90,2,2,600.0,2500,0.0,0.0,0.0,250.0,-234.19793502895996,-236.07151850919163
