fase,plan,Robj,Rusd,K,G,cons_p,cons_dias,opt_p,opt_dias,colchon,cons_ev,cons_pcobra,cons_nret,opt_ev,opt_pcobra,opt_nret
fondeada,select_flex,2.0,900,1,1000000000.0,,250.0,,250.0,-1.0,938.6573992123197,0.228,0.482,948.0610372396314,0.246,0.4915
fondeada,select_flex,2.0,900,2,300.0,,249.756,,250.0,-1.0,956.0736697148659,0.2185,0.4875,970.8103596732858,0.236,0.492
fondeada,select_flex,2.0,900,2,600.0,,249.756,,250.0,-1.0,964.1414898060804,0.211,0.4815,934.223207954561,0.227,0.468
fondeada,select_flex,2.0,900,2,1200.0,,249.756,,250.0,-1.0,953.0858005358058,0.208,0.471,903.0996722995741,0.219,0.446
fondeada,select_flex,2.0,900,2,1000000000.0,,249.8765,,250.0,-1.0,1120.4540220499168,0.2145,0.546,1078.4429781026254,0.224,0.529
fondeada,select_flex,2.0,900,3,300.0,,249.8765,,250.0,-1.0,917.9944134886651,0.1985,0.453,886.9058405485638,0.217,0.4405
fondeada,select_flex,2.0,900,3,600.0,,249.8765,,250.0,-1.0,983.5741314277095,0.198,0.4785,842.3092859517911,0.204,0.412
fondeada,select_flex,2.0,900,3,1200.0,,249.8765,,250.0,-1.0,957.3809274989791,0.18,0.455,765.5304459671182,0.177,0.3665
fondeada,select_flex,2.0,900,3,1000000000.0,,249.633,,250.0,-1.0,1094.271447845444,0.1825,0.516,908.4868037438667,0.172,0.4215
fondeada,select_flex,2.0,900,5,300.0,,249.8765,,250.0,-1.0,941.4210127805597,0.2005,0.4635,920.4521267705542,0.2155,0.4505
fondeada,select_flex,2.0,900,5,600.0,,249.8765,,250.0,-1.0,951.8472862202798,0.1985,0.463,888.2604789229948,0.2045,0.4295
fondeada,select_flex,2.0,900,5,1200.0,,249.8765,,250.0,-1.0,978.9650645856254,0.184,0.463,834.1713212997198,0.1825,0.393
fondeada,select_flex,2.0,900,5,1000000000.0,,249.633,,250.0,-1.0,1085.109710507215,0.184,0.512,1000.8803476336797,0.172,0.4635
examen,growth,3.0,150,1,300.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,growth,3.0,150,1,600.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,growth,3.0,150,1,1200.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,growth,3.0,150,1,1000000000.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,growth,3.0,150,2,300.0,0.08066666666666666,44.0,0.10833333333333334,44.0,,,,,,,
examen,growth,3.0,150,2,600.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,growth,3.0,150,2,1200.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,growth,3.0,150,2,1000000000.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,growth,3.0,150,3,300.0,0.10733333333333334,43.0,0.11766666666666667,40.0,,,,,,,
examen,growth,3.0,150,3,600.0,0.123,42.0,0.10633333333333334,39.0,,,,,,,
examen,growth,3.0,150,3,1200.0,0.12633333333333333,41.0,0.10233333333333333,39.0,,,,,,,
examen,growth,3.0,150,3,1000000000.0,0.12633333333333333,41.0,0.10233333333333333,39.0,,,,,,,
examen,growth,3.0,150,5,300.0,0.10566666666666667,43.0,0.119,39.0,,,,,,,
examen,growth,3.0,150,5,600.0,0.123,42.0,0.11566666666666667,38.0,,,,,,,
examen,growth,3.0,150,5,1200.0,0.12666666666666668,42.0,0.10966666666666666,38.0,,,,,,,
examen,growth,3.0,150,5,1000000000.0,0.12666666666666668,42.0,0.10966666666666666,38.0,,,,,,,
examen,growth,3.0,250,1,300.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,growth,3.0,250,1,600.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,growth,3.0,250,1,1200.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,growth,3.0,250,1,1000000000.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,growth,3.0,250,2,300.0,0.2663333333333333,25.0,0.26566666666666666,23.0,,,,,,,
examen,growth,3.0,250,2,600.0,0.25666666666666665,25.0,0.2643333333333333,23.0,,,,,,,
examen,growth,3.0,250,2,1200.0,0.277,24.0,0.2733333333333333,22.0,,,,,,,
examen,growth,3.0,250,2,1000000000.0,0.277,24.0,0.2733333333333333,22.0,,,,,,,
examen,growth,3.0,250,3,300.0,0.26866666666666666,24.0,0.22733333333333333,20.0,,,,,,,
examen,growth,3.0,250,3,600.0,0.26566666666666666,23.0,0.23633333333333334,18.0,,,,,,,
examen,growth,3.0,250,3,1200.0,0.2856666666666667,22.0,0.24133333333333334,18.0,,,,,,,
examen,growth,3.0,250,3,1000000000.0,0.2846666666666667,22.0,0.239,18.0,,,,,,,
examen,growth,3.0,250,5,300.0,0.2633333333333333,24.0,0.23,18.0,,,,,,,
examen,growth,3.0,250,5,600.0,0.26366666666666666,23.0,0.234,17.0,,,,,,,
examen,growth,3.0,250,5,1200.0,0.282,21.0,0.24466666666666667,16.0,,,,,,,
examen,growth,3.0,250,5,1000000000.0,0.2813333333333333,21.0,0.24266666666666667,17.0,,,,,,,
examen,growth,3.0,400,1,300.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,growth,3.0,400,1,600.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,growth,3.0,400,1,1200.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,growth,3.0,400,1,1000000000.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,growth,3.0,400,2,300.0,0.2796666666666667,10.0,0.2776666666666667,9.0,,,,,,,
examen,growth,3.0,400,2,600.0,0.2723333333333333,10.0,0.26966666666666667,9.0,,,,,,,
examen,growth,3.0,400,2,1200.0,0.288,9.0,0.281,8.0,,,,,,,
examen,growth,3.0,400,2,1000000000.0,0.288,9.0,0.281,8.0,,,,,,,
examen,growth,3.0,400,3,300.0,0.2826666666666667,10.0,0.25533333333333336,8.0,,,,,,,
examen,growth,3.0,400,3,600.0,0.2743333333333333,10.0,0.23933333333333334,8.0,,,,,,,
examen,growth,3.0,400,3,1200.0,0.28933333333333333,9.0,0.26166666666666666,7.0,,,,,,,
examen,growth,3.0,400,3,1000000000.0,0.2906666666666667,9.0,0.255,7.0,,,,,,,
examen,growth,3.0,400,5,300.0,0.27566666666666667,9.0,0.25233333333333335,8.0,,,,,,,
examen,growth,3.0,400,5,600.0,0.26666666666666666,10.0,0.23666666666666666,8.0,,,,,,,
examen,growth,3.0,400,5,1200.0,0.2853333333333333,9.0,0.2643333333333333,7.0,,,,,,,
examen,growth,3.0,400,5,1000000000.0,0.287,9.0,0.2613333333333333,7.0,,,,,,,
examen,growth,3.0,600,1,300.0,0.2763333333333333,6.0,0.2956666666666667,5.0,,,,,,,
examen,growth,3.0,600,1,600.0,0.2763333333333333,6.0,0.2956666666666667,5.0,,,,,,,
examen,growth,3.0,600,1,1200.0,0.2763333333333333,6.0,0.2956666666666667,5.0,,,,,,,
examen,growth,3.0,600,1,1000000000.0,0.2763333333333333,6.0,0.2956666666666667,5.0,,,,,,,
examen,growth,3.0,600,2,300.0,0.2743333333333333,5.0,0.2906666666666667,4.0,,,,,,,
examen,growth,3.0,600,2,600.0,0.27,5.0,0.2856666666666667,4.0,,,,,,,
examen,growth,3.0,600,2,1200.0,0.2633333333333333,5.0,0.27066666666666667,4.0,,,,,,,
examen,growth,3.0,600,2,1000000000.0,0.2723333333333333,4.0,0.2806666666666667,4.0,,,,,,,
examen,growth,3.0,600,3,300.0,0.2723333333333333,5.0,0.2836666666666667,4.0,,,,,,,
examen,growth,3.0,600,3,600.0,0.26166666666666666,5.0,0.27666666666666667,4.0,,,,,,,
examen,growth,3.0,600,3,1200.0,0.25133333333333335,5.0,0.26366666666666666,4.0,,,,,,,
examen,growth,3.0,600,3,1000000000.0,0.268,4.0,0.25866666666666666,4.0,,,,,,,
examen,growth,3.0,600,5,300.0,0.27066666666666667,5.0,0.285,4.0,,,,,,,
examen,growth,3.0,600,5,600.0,0.25933333333333336,5.0,0.2776666666666667,4.0,,,,,,,
examen,growth,3.0,600,5,1200.0,0.252,5.0,0.26566666666666666,4.0,,,,,,,
examen,growth,3.0,600,5,1000000000.0,0.269,4.0,0.2663333333333333,4.0,,,,,,,
examen,growth,3.0,900,1,300.0,0.271,3.0,0.2806666666666667,3.0,,,,,,,
examen,growth,3.0,900,1,600.0,0.271,3.0,0.2806666666666667,3.0,,,,,,,
examen,growth,3.0,900,1,1200.0,0.271,3.0,0.2806666666666667,3.0,,,,,,,
examen,growth,3.0,900,1,1000000000.0,0.271,3.0,0.2806666666666667,3.0,,,,,,,
examen,growth,3.0,900,2,300.0,0.2643333333333333,3.0,0.2743333333333333,3.0,,,,,,,
examen,growth,3.0,900,2,600.0,0.25633333333333336,3.0,0.2643333333333333,3.0,,,,,,,
examen,growth,3.0,900,2,1200.0,0.24733333333333332,3.0,0.249,3.0,,,,,,,
examen,growth,3.0,900,2,1000000000.0,0.255,3.0,0.24566666666666667,3.0,,,,,,,
examen,growth,3.0,900,3,300.0,0.267,3.0,0.274,3.0,,,,,,,
examen,growth,3.0,900,3,600.0,0.25966666666666666,3.0,0.265,3.0,,,,,,,
examen,growth,3.0,900,3,1200.0,0.25166666666666665,3.0,0.24533333333333332,3.0,,,,,,,
examen,growth,3.0,900,3,1000000000.0,0.25333333333333335,3.0,0.24033333333333334,3.0,,,,,,,
examen,growth,3.0,900,5,300.0,0.2663333333333333,3.0,0.27466666666666667,3.0,,,,,,,
examen,growth,3.0,900,5,600.0,0.25933333333333336,3.0,0.2653333333333333,3.0,,,,,,,
examen,growth,3.0,900,5,1200.0,0.251,3.0,0.24233333333333335,3.0,,,,,,,
examen,growth,3.0,900,5,1000000000.0,0.25466666666666665,3.0,0.237,3.0,,,,,,,
examen,growth,3.0,1250,1,300.0,0.335,1.0,0.3416666666666667,1.0,,,,,,,
examen,growth,3.0,1250,1,600.0,0.335,1.0,0.3416666666666667,1.0,,,,,,,
examen,growth,3.0,1250,1,1200.0,0.335,1.0,0.3416666666666667,1.0,,,,,,,
examen,growth,3.0,1250,1,1000000000.0,0.335,1.0,0.3416666666666667,1.0,,,,,,,
examen,growth,3.0,1250,2,300.0,0.3333333333333333,1.0,0.342,1.0,,,,,,,
examen,growth,3.0,1250,2,600.0,0.332,1.0,0.3413333333333333,1.0,,,,,,,
examen,growth,3.0,1250,2,1200.0,0.33166666666666667,1.0,0.3396666666666667,1.0,,,,,,,
examen,growth,3.0,1250,2,1000000000.0,0.287,1.0,0.265,1.0,,,,,,,
examen,growth,3.0,1250,3,300.0,0.33566666666666667,1.0,0.3413333333333333,1.0,,,,,,,
examen,growth,3.0,1250,3,600.0,0.33466666666666667,1.0,0.3406666666666667,1.0,,,,,,,
examen,growth,3.0,1250,3,1200.0,0.3333333333333333,1.0,0.339,1.0,,,,,,,
examen,growth,3.0,1250,3,1000000000.0,0.28633333333333333,1.0,0.26066666666666666,1.0,,,,,,,
examen,growth,3.0,1250,5,300.0,0.3353333333333333,1.0,0.3416666666666667,1.0,,,,,,,
examen,growth,3.0,1250,5,600.0,0.3343333333333333,1.0,0.3406666666666667,1.0,,,,,,,
examen,growth,3.0,1250,5,1200.0,0.3333333333333333,1.0,0.3383333333333333,1.0,,,,,,,
examen,growth,3.0,1250,5,1000000000.0,0.2866666666666667,1.0,0.25666666666666665,1.0,,,,,,,
examen,select,3.0,150,1,300.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,select,3.0,150,1,600.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,select,3.0,150,1,1200.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,select,3.0,150,1,1000000000.0,0.036,48.0,0.05733333333333333,45.0,,,,,,,
examen,select,3.0,150,2,300.0,0.08066666666666666,44.0,0.10833333333333334,44.0,,,,,,,
examen,select,3.0,150,2,600.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,select,3.0,150,2,1200.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,select,3.0,150,2,1000000000.0,0.1,43.0,0.09866666666666667,40.0,,,,,,,
examen,select,3.0,150,3,300.0,0.10733333333333334,43.0,0.11766666666666667,40.0,,,,,,,
examen,select,3.0,150,3,600.0,0.123,42.0,0.10633333333333334,39.0,,,,,,,
examen,select,3.0,150,3,1200.0,0.12633333333333333,41.0,0.10233333333333333,39.0,,,,,,,
examen,select,3.0,150,3,1000000000.0,0.12633333333333333,41.0,0.10233333333333333,39.0,,,,,,,
examen,select,3.0,150,5,300.0,0.10566666666666667,43.0,0.119,39.0,,,,,,,
examen,select,3.0,150,5,600.0,0.123,42.0,0.11566666666666667,38.0,,,,,,,
examen,select,3.0,150,5,1200.0,0.12666666666666668,42.0,0.10966666666666666,38.0,,,,,,,
examen,select,3.0,150,5,1000000000.0,0.12666666666666668,42.0,0.10966666666666666,38.0,,,,,,,
examen,select,3.0,250,1,300.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,select,3.0,250,1,600.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,select,3.0,250,1,1200.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,select,3.0,250,1,1000000000.0,0.21266666666666667,30.0,0.246,30.0,,,,,,,
examen,select,3.0,250,2,300.0,0.2663333333333333,25.0,0.26566666666666666,23.0,,,,,,,
examen,select,3.0,250,2,600.0,0.25666666666666665,25.0,0.2673333333333333,22.0,,,,,,,
examen,select,3.0,250,2,1200.0,0.2733333333333333,24.0,0.2723333333333333,23.0,,,,,,,
examen,select,3.0,250,2,1000000000.0,0.2733333333333333,24.0,0.2723333333333333,23.0,,,,,,,
examen,select,3.0,250,3,300.0,0.26866666666666666,24.0,0.22733333333333333,20.0,,,,,,,
examen,select,3.0,250,3,600.0,0.26566666666666666,23.0,0.238,18.0,,,,,,,
examen,select,3.0,250,3,1200.0,0.277,23.0,0.243,18.0,,,,,,,
examen,select,3.0,250,3,1000000000.0,0.277,23.0,0.243,18.0,,,,,,,
examen,select,3.0,250,5,300.0,0.2633333333333333,24.0,0.23,18.0,,,,,,,
examen,select,3.0,250,5,600.0,0.264,23.0,0.237,17.0,,,,,,,
examen,select,3.0,250,5,1200.0,0.2723333333333333,22.0,0.24733333333333332,17.0,,,,,,,
examen,select,3.0,250,5,1000000000.0,0.2723333333333333,22.0,0.24733333333333332,17.0,,,,,,,
examen,select,3.0,400,1,300.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,select,3.0,400,1,600.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,select,3.0,400,1,1200.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,select,3.0,400,1,1000000000.0,0.27466666666666667,13.0,0.2936666666666667,13.0,,,,,,,
examen,select,3.0,400,2,300.0,0.2796666666666667,10.0,0.2776666666666667,9.0,,,,,,,
examen,select,3.0,400,2,600.0,0.2723333333333333,10.0,0.26966666666666667,9.0,,,,,,,
examen,select,3.0,400,2,1200.0,0.23733333333333334,13.0,0.22966666666666666,12.0,,,,,,,
examen,select,3.0,400,2,1000000000.0,0.23733333333333334,13.0,0.22966666666666666,12.0,,,,,,,
examen,select,3.0,400,3,300.0,0.2826666666666667,10.0,0.25566666666666665,8.0,,,,,,,
examen,select,3.0,400,3,600.0,0.2733333333333333,10.0,0.23833333333333334,8.0,,,,,,,
examen,select,3.0,400,3,1200.0,0.22666666666666666,13.0,0.19866666666666666,10.0,,,,,,,
examen,select,3.0,400,3,1000000000.0,0.22666666666666666,13.0,0.19866666666666666,10.0,,,,,,,
examen,select,3.0,400,5,300.0,0.2796666666666667,9.0,0.25766666666666665,8.0,,,,,,,
examen,select,3.0,400,5,600.0,0.26866666666666666,10.0,0.242,8.0,,,,,,,
examen,select,3.0,400,5,1200.0,0.227,12.0,0.206,9.0,,,,,,,
examen,select,3.0,400,5,1000000000.0,0.227,12.0,0.206,9.0,,,,,,,
examen,select,3.0,600,1,300.0,0.21133333333333335,9.0,0.23,8.0,,,,,,,
examen,select,3.0,600,1,600.0,0.21133333333333335,9.0,0.23,8.0,,,,,,,
examen,select,3.0,600,1,1200.0,0.21133333333333335,9.0,0.23,8.0,,,,,,,
examen,select,3.0,600,1,1000000000.0,0.21133333333333335,9.0,0.23,8.0,,,,,,,
examen,select,3.0,600,2,300.0,0.21666666666666667,7.0,0.23566666666666666,6.0,,,,,,,
examen,select,3.0,600,2,600.0,0.216,7.0,0.23533333333333334,6.0,,,,,,,
examen,select,3.0,600,2,1200.0,0.21533333333333332,7.0,0.23133333333333334,6.0,,,,,,,
examen,select,3.0,600,2,1000000000.0,0.21533333333333332,7.0,0.23133333333333334,6.0,,,,,,,
examen,select,3.0,600,3,300.0,0.21933333333333332,6.0,0.21366666666666667,5.0,,,,,,,
examen,select,3.0,600,3,600.0,0.21933333333333332,6.0,0.21133333333333335,5.0,,,,,,,
examen,select,3.0,600,3,1200.0,0.20866666666666667,7.0,0.19766666666666666,5.0,,,,,,,
examen,select,3.0,600,3,1000000000.0,0.20866666666666667,7.0,0.19766666666666666,5.0,,,,,,,
examen,select,3.0,600,5,300.0,0.22033333333333333,6.0,0.21966666666666668,5.0,,,,,,,
examen,select,3.0,600,5,600.0,0.21833333333333332,6.0,0.215,5.0,,,,,,,
examen,select,3.0,600,5,1200.0,0.20666666666666667,7.0,0.20333333333333334,5.0,,,,,,,
examen,select,3.0,600,5,1000000000.0,0.20666666666666667,7.0,0.20333333333333334,5.0,,,,,,,
examen,select,3.0,900,1,300.0,0.16333333333333333,7.0,0.17333333333333334,7.0,,,,,,,
examen,select,3.0,900,1,600.0,0.16333333333333333,7.0,0.17333333333333334,7.0,,,,,,,
examen,select,3.0,900,1,1200.0,0.16333333333333333,7.0,0.17333333333333334,7.0,,,,,,,
examen,select,3.0,900,1,1000000000.0,0.16333333333333333,7.0,0.17333333333333334,7.0,,,,,,,
examen,select,3.0,900,2,300.0,0.16466666666666666,6.0,0.173,5.0,,,,,,,
examen,select,3.0,900,2,600.0,0.16433333333333333,6.0,0.173,5.0,,,,,,,
examen,select,3.0,900,2,1200.0,0.16366666666666665,6.0,0.17133333333333334,5.0,,,,,,,
examen,select,3.0,900,2,1000000000.0,0.16366666666666665,6.0,0.17133333333333334,5.0,,,,,,,
examen,select,3.0,900,3,300.0,0.16966666666666666,6.0,0.16833333333333333,5.0,,,,,,,
examen,select,3.0,900,3,600.0,0.16966666666666666,6.0,0.16766666666666666,5.0,,,,,,,
examen,select,3.0,900,3,1200.0,0.17,6.0,0.16933333333333334,5.0,,,,,,,
examen,select,3.0,900,3,1000000000.0,0.17,6.0,0.16933333333333334,5.0,,,,,,,
examen,select,3.0,900,5,300.0,0.17,6.0,0.16866666666666666,5.0,,,,,,,
examen,select,3.0,900,5,600.0,0.17,6.0,0.16766666666666666,5.0,,,,,,,
examen,select,3.0,900,5,1200.0,0.16766666666666666,6.0,0.165,5.0,,,,,,,
examen,select,3.0,900,5,1000000000.0,0.16766666666666666,6.0,0.165,5.0,,,,,,,
examen,select,3.0,1250,1,300.0,0.124,8.0,0.13566666666666666,7.0,,,,,,,
examen,select,3.0,1250,1,600.0,0.124,8.0,0.13566666666666666,7.0,,,,,,,
examen,select,3.0,1250,1,1200.0,0.124,8.0,0.13566666666666666,7.0,,,,,,,
examen,select,3.0,1250,1,1000000000.0,0.124,8.0,0.13566666666666666,7.0,,,,,,,
examen,select,3.0,1250,2,300.0,0.125,6.0,0.13333333333333333,5.0,,,,,,,
examen,select,3.0,1250,2,600.0,0.125,6.0,0.13133333333333333,5.0,,,,,,,
examen,select,3.0,1250,2,1200.0,0.12433333333333334,6.0,0.12933333333333333,5.0,,,,,,,
examen,select,3.0,1250,2,1000000000.0,0.12433333333333334,6.0,0.12933333333333333,5.0,,,,,,,
examen,select,3.0,1250,3,300.0,0.12666666666666668,6.0,0.13566666666666666,5.0,,,,,,,
examen,select,3.0,1250,3,600.0,0.12733333333333333,6.0,0.13633333333333333,5.0,,,,,,,
examen,select,3.0,1250,3,1200.0,0.129,6.0,0.13233333333333333,5.0,,,,,,,
examen,select,3.0,1250,3,1000000000.0,0.129,6.0,0.13233333333333333,5.0,,,,,,,
examen,select,3.0,1250,5,300.0,0.12666666666666668,6.0,0.13166666666666665,5.0,,,,,,,
examen,select,3.0,1250,5,600.0,0.126,6.0,0.13133333333333333,5.0,,,,,,,
examen,select,3.0,1250,5,1200.0,0.12733333333333333,6.0,0.126,5.0,,,,,,,
examen,select,3.0,1250,5,1000000000.0,0.12733333333333333,6.0,0.126,5.0,,,,,,,
fondeada,growth,3.0,100,1,300.0,,250.0,,250.0,-1.0,78.975,0.053,0.0585,45.9,0.0315,0.034
fondeada,growth,3.0,100,1,300.0,,250.0,,250.0,2500.0,20.925,0.0145,0.0155,8.1,0.0055,0.006
fondeada,growth,3.0,100,1,600.0,,250.0,,250.0,-1.0,78.975,0.053,0.0585,45.9,0.0315,0.034
fondeada,growth,3.0,100,1,600.0,,250.0,,250.0,2500.0,20.925,0.0145,0.0155,8.1,0.0055,0.006
fondeada,growth,3.0,100,1,1200.0,,250.0,,250.0,-1.0,78.975,0.053,0.0585,45.9,0.0315,0.034
fondeada,growth,3.0,100,1,1200.0,,250.0,,250.0,2500.0,20.925,0.0145,0.0155,8.1,0.0055,0.006
fondeada,growth,3.0,100,1,1000000000.0,,250.0,,250.0,-1.0,78.975,0.053,0.0585,45.9,0.0315,0.034
fondeada,growth,3.0,100,1,1000000000.0,,250.0,,250.0,2500.0,20.925,0.0145,0.0155,8.1,0.0055,0.006
fondeada,growth,3.0,100,2,300.0,,249.892,,250.0,-1.0,271.35,0.1665,0.201,71.55,0.047,0.053
fondeada,growth,3.0,100,2,300.0,,249.892,,250.0,2500.0,89.775,0.0595,0.0665,19.575,0.0135,0.0145
fondeada,growth,3.0,100,2,600.0,,249.892,,250.0,-1.0,271.35,0.1665,0.201,71.55,0.047,0.053
fondeada,growth,3.0,100,2,600.0,,249.892,,250.0,2500.0,89.775,0.0595,0.0665,19.575,0.0135,0.0145
fondeada,growth,3.0,100,2,1200.0,,249.892,,250.0,-1.0,271.35,0.1665,0.201,71.55,0.047,0.053
fondeada,growth,3.0,100,2,1200.0,,249.892,,250.0,2500.0,89.775,0.0595,0.0665,19.575,0.0135,0.0145
fondeada,growth,3.0,100,2,1000000000.0,,249.892,,250.0,-1.0,271.35,0.1665,0.201,71.55,0.047,0.053
fondeada,growth,3.0,100,2,1000000000.0,,249.892,,250.0,2500.0,89.775,0.0595,0.0665,19.575,0.0135,0.0145
fondeada,growth,3.0,100,3,300.0,,250.0,,250.0,-1.0,422.55,0.2375,0.313,93.825,0.058,0.0695
fondeada,growth,3.0,100,3,300.0,,250.0,,250.0,2500.0,178.2,0.1075,0.132,34.425,0.023,0.0255
fondeada,growth,3.0,100,3,600.0,,250.0,,250.0,-1.0,429.3,0.242,0.318,85.05,0.0545,0.063
fondeada,growth,3.0,100,3,600.0,,250.0,,250.0,2500.0,191.025,0.117,0.1415,31.725,0.0215,0.0235
fondeada,growth,3.0,100,3,1200.0,,250.0,,250.0,-1.0,429.3,0.242,0.318,85.05,0.0545,0.063
fondeada,growth,3.0,100,3,1200.0,,250.0,,250.0,2500.0,191.025,0.117,0.1415,31.725,0.0215,0.0235
fondeada,growth,3.0,100,3,1000000000.0,,250.0,,250.0,-1.0,429.3,0.242,0.318,85.05,0.0545,0.063
fondeada,growth,3.0,100,3,1000000000.0,,250.0,,250.0,2500.0,191.025,0.117,0.1415,31.725,0.0215,0.0235
fondeada,growth,3.0,100,5,300.0,,250.0,,250.0,-1.0,365.175,0.2055,0.2705,136.35,0.0815,0.101
fondeada,growth,3.0,100,5,300.0,,250.0,,250.0,2500.0,158.625,0.0955,0.1175,51.3,0.033,0.038
fondeada,growth,3.0,100,5,600.0,,250.0,,250.0,-1.0,378.675,0.2145,0.2805,147.15,0.0865,0.109
fondeada,growth,3.0,100,5,600.0,,250.0,,250.0,2500.0,170.1,0.103,0.126,53.325,0.0355,0.0395
fondeada,growth,3.0,100,5,1200.0,,250.0,,250.0,-1.0,378.675,0.2145,0.2805,145.8,0.0855,0.108
fondeada,growth,3.0,100,5,1200.0,,250.0,,250.0,2500.0,170.1,0.103,0.126,52.65,0.035,0.039
fondeada,growth,3.0,100,5,1000000000.0,,250.0,,250.0,-1.0,378.675,0.2145,0.2805,145.8,0.0855,0.108
fondeada,growth,3.0,100,5,1000000000.0,,250.0,,250.0,2500.0,170.1,0.103,0.126,52.65,0.035,0.039
fondeada,growth,3.0,150,1,300.0,,249.842,,249.5855,-1.0,414.27471797986294,0.1955,0.301,711.7348376701434,0.2935,0.5095
fondeada,growth,3.0,150,1,300.0,,250.0,,250.0,2500.0,224.1,0.1115,0.165,460.35,0.2085,0.3375
fondeada,growth,3.0,150,1,600.0,,249.842,,249.5855,-1.0,414.27471797986294,0.1955,0.301,711.7348376701434,0.2935,0.5095
fondeada,growth,3.0,150,1,600.0,,250.0,,250.0,2500.0,224.1,0.1115,0.165,460.35,0.2085,0.3375
fondeada,growth,3.0,150,1,1200.0,,249.842,,249.5855,-1.0,414.27471797986294,0.1955,0.301,711.7348376701434,0.2935,0.5095
fondeada,growth,3.0,150,1,1200.0,,250.0,,250.0,2500.0,224.1,0.1115,0.165,460.35,0.2085,0.3375
fondeada,growth,3.0,150,1,1000000000.0,,249.842,,249.5855,-1.0,414.27471797986294,0.1955,0.301,711.7348376701434,0.2935,0.5095
fondeada,growth,3.0,150,1,1000000000.0,,250.0,,250.0,2500.0,224.1,0.1115,0.165,460.35,0.2085,0.3375
fondeada,growth,3.0,150,2,300.0,,249.2075,,249.8025,-1.0,657.6383991622524,0.2645,0.466,713.9965883001362,0.274,0.498
fondeada,growth,3.0,150,2,300.0,,250.0,,250.0,2500.0,450.225,0.1905,0.329,525.15,0.2075,0.379
fondeada,growth,3.0,150,2,600.0,,249.9745,,249.883,-1.0,671.5800902026765,0.286,0.479,579.7651887753916,0.2455,0.4115
fondeada,growth,3.0,150,2,600.0,,250.0,,250.0,2500.0,477.9,0.2135,0.3485,414.45,0.181,0.2995
fondeada,growth,3.0,150,2,1200.0,,249.9745,,249.883,-1.0,671.5800902026765,0.286,0.479,579.7651887753916,0.2455,0.4115
fondeada,growth,3.0,150,2,1200.0,,250.0,,250.0,2500.0,477.9,0.2135,0.3485,414.45,0.181,0.2995
fondeada,growth,3.0,150,2,1000000000.0,,249.9745,,249.883,-1.0,671.5800902026765,0.286,0.479,579.7651887753916,0.2455,0.4115
fondeada,growth,3.0,150,2,1000000000.0,,250.0,,250.0,2500.0,477.9,0.2135,0.3485,414.45,0.181,0.2995
fondeada,growth,3.0,150,3,300.0,,249.719,,249.854,-1.0,754.550002145265,0.2905,0.532,550.732671434012,0.22,0.3865
fondeada,growth,3.0,150,3,300.0,,250.0,,250.0,2500.0,552.825,0.2175,0.4,402.975,0.158,0.287
fondeada,growth,3.0,150,3,600.0,,249.929,,250.0,-1.0,765.3763653941896,0.3055,0.5415,434.025,0.197,0.308
fondeada,growth,3.0,150,3,600.0,,250.0,,250.0,2500.0,586.575,0.236,0.422,304.425,0.1315,0.217
fondeada,growth,3.0,150,3,1200.0,,249.929,,250.0,-1.0,757.2763653941896,0.31,0.538,421.2,0.1905,0.2985
fondeada,growth,3.0,150,3,1200.0,,250.0,,250.0,2500.0,584.55,0.24,0.4215,287.55,0.125,0.206
fondeada,growth,3.0,150,3,1000000000.0,,249.929,,250.0,-1.0,757.2763653941896,0.31,0.538,421.2,0.1905,0.2985
